,Gender,Age,Debt,Married,Bank Customer,Education,Ethnicity,Years Employed,Prior Default,Employed,Credit Score,Driving License,Citizenship,Zip Code,Income,Approved,Gender_encoded,Married_encoded,Bank Customer_encoded,Education_encoded,Ethnicity_encoded,Prior Default_encoded,Employed_encoded,Driving License_encoded,Citizenship_encoded,Approved_encoded
47,0,0.029703537690166204,-0.06005052977584876,0,0,4,1,1.1412961642770327,0,0,0.12347165532453808,0,0,0.7381382644821108,-0.13779112867805288,0,1,1,0,2,3,1,1,0,0,0
48,0,0.8385054415497898,-0.6470377575673298,0,0,9,2,0.38174665412421893,1,1,-0.49388662129815225,0,0,0.1859233674824138,-0.19541333903198896,0,1,1,0,6,0,0,0,0,0,0
49,0,-0.6457051502928182,-0.8229329028815578,0,0,6,0,-0.6155358720016211,1,1,-0.49388662129815225,0,0,-0.4883600856961636,-0.19541333903198896,0,1,1,0,1,7,0,0,0,0,0
50,1,-0.4912054129167106,-0.8561017017122409,0,0,6,1,-0.4032208514470944,0,1,-0.49388662129815225,1,0,1.7844401745868,-0.19541333903198896,0,0,1,0,1,3,1,0,1,0,0
51,0,-0.47009889141724237,-0.7555901901041105,0,0,1,0,-0.14156501625665663,0,1,-0.49388662129815225,1,0,0.5579418244085255,-0.19541333903198896,0,1,1,0,10,7,1,0,1,0,0
52,0,0.49404701067846796,-0.5465262459591995,0,0,0,0,-0.6529152770288265,0,1,-0.49388662129815225,1,0,1.2554764311449849,0.9186160611441087,0,1,1,0,12,7,1,0,1,0,0
53,0,0.28298179568378534,-0.45405565527971964,0,0,0,0,-0.6648766866375322,0,1,-0.49388662129815225,1,0,0.3196175004402352,-0.1569985321293649,0,1,1,0,12,7,1,0,1,0,0
54,0,0.22641631806521026,-0.3535441436715893,0,0,4,1,1.5524696195762921,0,1,-0.49388662129815225,1,0,-1.0696389246432132,-0.19541333903198896,0,1,1,0,2,3,1,0,1,0,0
55,0,-0.6955165410315635,1.3802794315686588,1,1,0,0,-0.41518226105580014,0,1,-0.49388662129815225,1,0,-0.13959278232793393,-0.13779112867805288,0,1,2,2,12,7,1,0,1,0,0
56,0,-0.7090247147912229,-0.9566132133203712,0,0,4,0,-0.6394586912190325,0,1,-0.49388662129815225,0,0,-1.0696389246432132,-0.19541333903198896,0,1,1,0,2,7,1,0,0,0,0
57,0,1.0774312649237703,-0.8561017017122409,0,0,9,1,0.8302995144506837,0,1,-0.49388662129815225,1,0,0.7904533599873453,-0.19541333903198896,0,1,1,0,6,3,1,0,1,0,0
58,0,0.3040883171832536,-0.052009608847198324,0,0,8,1,1.0545759446139162,1,1,-0.49388662129815225,1,1,3.063253620270309,-0.19541333903198896,0,1,1,0,13,3,0,0,1,2,0
59,0,0.9862510920460676,-0.3535441436715893,0,0,1,1,1.129334754668327,0,0,1.7697603929850454,0,0,-0.6046158534855736,-0.19541333903198896,0,1,1,0,10,3,1,1,0,0,0
60,0,2.1260032530173536,1.5059188210788217,0,0,2,0,-0.2910826363654782,0,0,0.3292577475321015,1,0,0.09291875325088589,-0.19541333903198896,0,1,1,0,9,7,1,1,1,0,0
61,0,0.008597016190697944,2.292923956970482,0,0,7,0,0.23222903401539735,0,0,1.3581882085699186,0,0,0.3835581727244106,-0.05519929383741116,0,1,1,0,3,7,1,1,0,0,0
62,1,-0.6879181932917546,-0.7978050249795253,1,1,1,0,-0.21632382631106742,0,0,-0.08231443688302535,1,0,-0.6046158534855736,-0.11858372522674085,0,0,2,2,10,7,1,1,1,0,0
63,1,-0.9411964512853738,-0.7887589889347936,0,0,1,0,-0.19090583089256777,0,0,-0.2881005290905888,0,0,-1.0696389246432132,-0.19541333903198896,0,0,1,0,10,7,1,1,0,0,0
64,0,-0.41353341379866726,-0.10226536465126349,0,0,4,0,0.6179844938961571,0,0,-0.2881005290905888,1,0,-0.37210431790675375,-0.19541333903198896,0,1,1,0,2,7,1,1,1,0,0
65,0,0.21966223118538056,-0.6470377575673298,0,0,4,0,-0.2043624167023617,0,0,-0.2881005290905888,1,0,1.9530110378814443,9.408288386624024,0,1,1,0,2,7,1,1,1,0,0
66,1,0.3741619685614881,-0.7555901901041105,0,0,6,0,-0.06680620620224584,0,0,1.7697603929850454,0,0,-1.0696389246432132,-0.1078275792940061,0,0,1,0,1,7,1,1,0,0,0
67,0,-0.5123119344161788,-0.8812295796142735,0,0,2,0,-0.5901178765831214,0,0,0.12347165532453808,0,0,0.4416860566191156,2.7064411743922316,0,1,1,0,9,7,1,1,0,0,0
68,0,-1.0256225372832468,0.350036437585323,0,0,0,1,-0.22828523591977318,0,0,0.9466160241547917,0,0,-0.6046158534855736,0.3719733589197683,0,1,1,0,12,3,1,1,0,0,0
69,0,0.3040883171832536,4.094090244988178,0,0,8,1,-0.17894442128386204,0,0,-0.2881005290905888,1,0,1.9239470959340916,-0.09937632177542882,0,1,1,0,13,3,1,1,1,0,0
70,0,0.06431823294929387,0.5510594608015836,0,0,10,2,-0.19090583089256777,0,1,-0.49388662129815225,1,1,1.371732198934395,-0.19541333903198896,1,1,1,0,4,0,1,0,1,2,1
71,0,0.27538344794397646,-0.15252112045532865,0,0,7,2,3.0730638160830077,0,1,-0.49388662129815225,1,0,0.0,-0.19541333903198896,1,1,1,0,3,0,1,0,1,0,1
72,1,0.5919812704360004,0.048501902760932,0,0,4,0,3.3720990563006508,0,1,-0.49388662129815225,1,0,4.626893697037872,-0.19541333903198896,1,0,1,0,2,7,1,0,1,0,1
73,0,1.0706771780439406,-0.8561017017122409,0,0,2,0,2.549752145702132,0,1,-0.49388662129815225,0,1,1.2554764311449849,-0.19541333903198896,1,1,1,0,9,7,1,0,0,2,1
74,0,1.119644307922707,0.4505479491934533,1,1,6,0,-0.17894442128386204,1,1,-0.49388662129815225,0,0,-0.13959278232793393,-0.1950291909629627,1,1,2,2,1,7,0,0,0,0,1
75,0,-0.9200899297859055,0.10679857949364759,0,0,1,0,-0.552738471555916,0,0,-0.2881005290905888,0,0,-0.13959278232793393,-0.19541333903198896,1,1,1,0,10,7,1,1,0,0,1
76,0,0.21206388344557167,0.350036437585323,0,0,11,0,-0.6274972816103268,0,1,-0.49388662129815225,1,0,1.505426331892216,-0.19541333903198896,1,1,1,0,0,7,1,0,1,0,1
77,1,-1.0467290587827152,-0.8390147447388587,1,1,11,0,-0.48994107111021096,0,1,-0.49388662129815225,1,0,-0.13959278232793393,-0.19541333903198896,1,0,2,2,0,7,1,0,1,0,1
78,0,-0.8356638437880325,-0.7224213912734275,1,1,5,0,0.08271141390657576,0,0,-0.2881005290905888,0,0,-0.023337014538524024,-0.19157185834172655,1,1,2,2,8,7,1,1,0,0,1
79,0,-0.850016278407671,1.00336126303817,0,0,6,0,-0.5901178765831214,0,1,-0.49388662129815225,0,0,-0.2558485501173438,-0.19541333903198896,1,1,1,0,1,7,1,0,0,0,1
80,0,1.5206682164126037,2.862824227788581,0,0,12,3,-0.6648766866375322,0,0,-0.2881005290905888,0,0,-0.5232368160329867,-0.19541333903198896,1,1,1,0,5,2,1,1,0,0,1
81,1,-0.3291073278007942,-0.6550786784959802,0,0,2,0,-0.06680620620224584,0,1,-0.49388662129815225,0,1,1.0694672026819292,-0.19541333903198896,1,0,1,0,9,7,1,0,0,2,1
82,0,0.6975138779333416,-0.8561017017122409,0,0,2,0,-0.5901178765831214,0,1,-0.49388662129815225,0,1,0.6044441315242894,-0.19541333903198896,1,1,1,0,9,7,1,0,0,2,1
83,1,2.699475395150079e-15,-0.253032632063459,0,0,7,0,0.23222903401539735,0,1,-0.49388662129815225,1,0,0.6741975921979354,-0.19541333903198896,1,0,1,0,3,7,1,0,1,0,1
84,0,-0.36456628391990104,-0.8309738238102083,0,0,11,0,-0.5288156523385046,0,1,-0.49388662129815225,1,0,0.09291875325088589,-0.19541333903198896,1,1,1,0,0,7,1,0,1,0,1
85,0,0.47294048917899967,-0.15252112045532865,0,0,6,2,0.8302995144506837,0,1,-0.49388662129815225,1,1,0.5579418244085255,-0.19541333903198896,1,1,1,0,1,0,1,0,1,2,1
86,0,2.699475395150079e-15,-0.8812295796142735,0,0,7,0,-0.4032208514470944,0,1,-0.49388662129815225,1,1,4.324628700785406,-0.19541333903198896,1,1,1,0,3,7,1,0,1,2,1
87,0,-0.4979594997965403,-0.5123523320124352,1,1,11,0,0.5312642742330406,0,1,-0.49388662129815225,0,0,0.02316529257723994,-0.19541333903198896,1,1,2,2,0,7,1,0,0,0,1
88,0,0.205309796565742,-0.052009608847198324,0,0,11,0,-0.365841446419889,0,1,-0.49388662129815225,1,0,0.3254302888297057,-0.19541333903198896,1,1,1,0,0,7,1,0,1,0,1
89,1,1.4717010865338376,-0.6550786784959802,0,0,13,4,-0.6648766866375322,0,1,-0.49388662129815225,1,0,-0.4883600856961636,-0.1902273401001347,1,0,1,0,7,4,1,0,1,0,1
90,0,2.6114532475051235,1.606430332686952,1,1,6,1,0.8302995144506837,0,1,-0.49388662129815225,0,0,-0.4186066250225177,-0.19541333903198896,1,1,2,2,1,3,1,0,0,0,1
91,0,-0.012509505308770317,2.159243646531669,0,0,6,0,-0.5153590665287107,0,1,-0.49388662129815225,0,0,-0.37210431790675375,-0.19541333903198896,1,1,1,0,1,7,1,0,0,0,1
92,0,2.699475395150079e-15,0.048501902760932,1,1,11,0,1.8769228552124348,0,1,-0.49388662129815225,0,0,-1.0696389246432132,-0.19541333903198896,1,1,2,2,0,7,1,0,0,0,1
93,0,1.7528399529067547,-0.6802065563980129,1,1,6,1,2.1639966858213726,0,1,-0.49388662129815225,1,0,0.09291875325088589,-0.17620593558067693,1,1,2,2,1,3,1,0,1,0,1
94,0,-0.2379271549230915,-0.6550786784959802,1,1,6,0,-0.21632382631106742,0,1,-0.49388662129815225,1,0,-1.0696389246432132,-0.1521966812665369,1,1,2,2,1,7,1,0,1,0,1
95,1,-0.25227958954273005,-0.24499171113480855,0,0,9,2,-0.5153590665287107,0,1,-0.49388662129815225,1,0,-0.07565211004375848,-0.19541333903198896,1,0,1,0,6,0,1,0,1,0,1
96,0,-0.7233771494108615,-0.8309738238102083,1,1,11,0,-0.6274972816103268,0,1,-0.49388662129815225,0,0,-0.023337014538524024,-0.19522126499747583,1,1,2,2,0,7,1,0,0,0,1
97,0,2.699475395150079e-15,-0.8561017017122409,0,0,6,2,-0.41518226105580014,0,1,-0.49388662129815225,1,1,0.7904533599873453,-0.19541333903198896,1,1,1,0,1,0,1,0,1,2,1
98,1,-0.765590192409798,1.2546400420584958,1,1,1,0,0.23222903401539735,0,1,-0.49388662129815225,1,0,0.48818836373487956,-0.19541333903198896,1,0,2,2,10,7,1,0,1,0,1
99,1,-0.25903367642255976,-0.7555901901041105,0,0,1,0,-0.365841446419889,0,0,-0.08231443688302535,1,0,-0.09890326360164046,-0.09937632177542882,1,0,1,0,10,7,1,1,1,0,1
100,0,0.5008010975582976,-0.6048229226919151,1,1,6,2,-0.5901178765831214,0,1,-0.49388662129815225,1,0,-0.11634162877005194,-0.11858372522674085,1,1,2,2,1,0,1,0,1,0,1
101,0,0.3108424040630833,2.3602666697479298,1,1,6,0,0.5312642742330406,0,1,-0.49388662129815225,0,0,-0.6046158534855736,-0.19541333903198896,1,1,2,2,1,7,1,0,0,0,1
102,0,-1.0889421017816516,0.048501902760932,0,0,1,0,-0.552738471555916,0,0,-0.08231443688302535,0,0,-1.0696389246432132,-0.18811452572049037,1,1,1,0,10,7,1,1,0,0,1
103,0,-0.5545249774151154,1.4556630652747564,0,0,5,0,0.007952603852164964,0,0,-0.08231443688302535,1,0,-0.37210431790675375,-0.19445296885942334,1,1,1,0,8,7,1,1,1,0,1
104,0,-0.3155991540411348,-0.15252112045532865,1,1,9,1,1.0545759446139162,0,0,-0.08231443688302535,1,0,-0.6336797954329261,-0.19541333903198896,1,1,2,2,6,3,1,1,1,0,1
105,0,1.9639051679014372,2.159243646531669,0,0,10,5,-0.6648766866375322,0,0,3.6218352228531168,0,0,-0.18609508944369788,-0.17044371454528331,1,1,1,0,4,8,1,1,0,0,1
106,0,-0.2379271549230915,-0.7224213912734275,0,0,5,0,-0.5153590665287107,0,1,-0.49388662129815225,0,1,0.5579418244085255,-0.19541333903198896,1,1,1,0,8,7,1,0,0,2,1
107,1,-0.5545249774151154,1.2546400420584958,1,1,11,0,0.6807818943418621,0,1,-0.49388662129815225,0,0,-0.37210431790675375,-0.19541333903198896,1,0,2,2,0,7,1,0,0,0,1
108,0,0.7895383116710236,-0.5043114110837847,1,1,8,1,2.3254757155388996,0,1,-0.49388662129815225,1,0,-0.046588168096406,-0.19541333903198896,1,1,2,2,13,3,1,0,1,0,1
109,1,-0.9977619289039489,-0.8058459459081757,0,0,6,0,-0.4271436706645059,0,0,0.535043839739665,1,0,-0.2558485501173438,-0.19445296885942334,1,0,1,0,1,7,1,1,1,0,1
110,0,-0.20246819880398467,-0.253032632063459,0,0,0,0,0.38174665412421893,0,0,0.12347165532453808,1,0,0.8427684554925797,-0.19541333903198896,1,1,1,0,12,7,1,1,1,0,1
111,1,-0.5967380204140519,-0.7475492691754602,1,1,12,3,-0.5153590665287107,0,0,0.12347165532453808,0,0,-0.023337014538524024,-0.16717845595856026,1,0,2,2,5,2,1,1,0,0,1
112,0,-0.5899839335342222,1.5561745768828867,0,0,0,0,-0.4032208514470944,0,1,-0.49388662129815225,1,0,0.4416860566191156,-0.19541333903198896,1,1,1,0,12,7,1,0,1,0,1
113,1,0.18420327506627374,-0.8058459459081757,0,0,5,2,-0.365841446419889,0,0,0.12347165532453808,1,0,0.16267221392453182,-0.19541333903198896,1,0,1,0,8,0,1,1,1,0,1
114,0,-0.9200899297859055,-0.7053344343000454,1,1,6,1,-0.2537032313382728,0,0,0.12347165532453808,1,0,-0.2558485501173438,-0.1550777917842337,1,1,2,2,1,3,1,1,1,0,1
115,1,-0.5190660212960085,-0.730462312202078,0,0,1,0,-0.2791212267567725,0,0,-0.08231443688302535,0,0,0.09291875325088589,-0.19541333903198896,1,0,1,0,10,7,1,1,0,0,1
116,0,0.5219076190577658,0.4505479491934533,0,0,1,1,2.774028575865364,0,0,0.9466160241547917,1,0,0.6741975921979354,-0.19445296885942334,1,1,1,0,10,3,1,1,1,0,1
117,0,1.7671923875263933,0.350036437585323,0,0,5,0,1.2160549743314435,0,0,2.592904761815299,0,0,-1.0696389246432132,1.9561999955839842,0,1,1,0,8,7,1,1,0,0,0
118,0,2.2171834258950565,0.4585888701221037,0,0,2,0,3.5216166764094723,0,0,0.7408299319472283,1,0,1.0229648955661652,0.060429274939487236,0,1,1,0,9,7,1,1,1,0,0
119,1,-0.9133358429060758,1.1209597316196827,0,0,4,1,-0.5646998811646218,0,0,-0.2881005290905888,1,0,-0.6046158534855736,-0.18580963730633293,0,0,1,0,2,3,1,1,1,0,0
120,0,0.7051122256731506,0.2917397608526074,0,0,1,0,-0.6529152770288265,0,0,-0.2881005290905888,0,0,0.09291875325088589,-0.13779112867805288,0,1,1,0,10,7,1,1,0,0,0
121,0,-0.4979594997965403,1.5561745768828867,0,0,4,0,-0.30304404597418394,0,0,13.293781556608597,1,0,-0.2558485501173438,-0.14585823812760393,0,1,1,0,2,7,1,1,1,0,0
122,1,-0.5756314989145837,1.5561745768828867,0,0,11,0,-0.21632382631106742,0,0,1.975546485192609,1,0,-0.37210431790675375,-0.08650736146304976,0,0,1,0,0,7,1,1,1,0,0
123,1,1.0639230911641109,0.38320523641600596,0,0,1,0,1.5405082099675862,0,0,0.12347165532453808,1,0,-1.0696389246432132,-0.19541333903198896,0,0,1,0,10,7,1,1,1,0,0
124,1,-0.6811641064119249,0.8525939956259746,0,0,1,0,1.8769228552124348,0,0,0.535043839739665,1,0,-0.37210431790675375,-0.19541333903198896,0,0,1,0,10,7,1,1,1,0,0
125,0,0.28298179568378534,0.048501902760932,0,0,8,1,1.5778876149947916,0,0,0.7408299319472283,1,0,-1.0696389246432132,-0.003339304518868689,0,1,1,0,13,3,1,1,1,0,0
126,0,1.3594143921566666,-0.45405565527971964,0,0,2,2,0.08271141390657576,0,0,1.975546485192609,1,0,1.3136043150396899,0.2866924875959429,0,1,1,0,9,0,1,1,1,0,0
127,0,-0.7444836709103297,1.2546400420584958,0,0,1,0,0.08271141390657576,0,0,0.9466160241547917,1,0,-0.4883600856961636,-0.040025445110874656,0,1,1,0,10,7,1,1,1,0,0
128,0,0.24076875268484882,-0.10226536465126349,0,0,9,2,0.30698784406980817,0,0,-0.08231443688302535,0,0,0.5230650940717025,-0.07824817797898559,0,1,1,0,6,0,1,1,0,0,0
129,1,-0.26578776330238946,-0.253032632063459,0,0,0,0,-0.41518226105580014,0,1,-0.49388662129815225,0,1,0.5579418244085255,-0.19541333903198896,0,0,1,0,12,7,1,0,0,2,0
130,0,3.054690198993957,0.14901341436906232,0,0,10,5,3.2225814361918292,0,0,-0.2881005290905888,1,0,-1.0696389246432132,-0.19541333903198896,0,1,1,0,4,8,1,1,1,0,0
131,0,-0.9411964512853738,-0.5877359657185329,0,0,6,0,0.007952603852164964,0,0,-0.2881005290905888,0,0,-0.4883600856961636,-0.1666022338550209,0,1,1,0,1,7,1,1,0,0,0
132,1,1.3383078706571983,0.651570972409714,0,0,10,2,1.2788523747771483,0,0,0.7408299319472283,0,0,1.1101567214082226,9.619569824588456,0,0,1,0,4,0,1,1,0,0,0
133,0,0.3952684900609563,0.048501902760932,0,0,6,2,0.08271141390657576,0,0,0.7408299319472283,0,0,-1.0696389246432132,-0.12492216836567381,0,1,1,0,1,0,1,1,0,0,0
134,0,0.09302310218857099,0.14901341436906232,0,0,1,1,0.9798171345595054,0,0,1.975546485192609,1,0,1.3019787382607488,-0.003339304518868689,0,1,1,0,10,3,1,1,1,0,0
135,0,1.4362421304147308,0.350036437585323,0,0,1,1,1.129334754668327,0,1,-0.49388662129815225,1,0,0.9648370116714602,-0.19541333903198896,0,1,1,0,10,3,1,0,1,0,0
136,0,0.7051122256731506,-0.8480607807835905,1,1,11,0,-0.5153590665287107,0,0,0.12347165532453808,0,0,0.09291875325088589,-0.003339304518868689,0,1,2,2,0,7,1,1,0,0,0
137,0,0.16985084044663518,-0.4037998994756545,0,0,2,0,0.6060230842874513,0,0,0.7408299319472283,0,0,0.11616990680876786,-0.19541333903198896,0,1,1,0,9,7,1,1,0,0,0
